Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-02-01 23:25:56,170,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,1632500,972005
2025-02-01 23:26:08,6162,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,1860248,705856
