Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-11-03 19:58:49,518,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,5790651,1708985
2024-11-03 19:59:10,6519,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,9504549,1520461
