Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-02-01 23:25:21,162,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,1519731,975206
2025-02-01 23:25:34,6162,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,1933761,743224
