Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:56:15,1130,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,7084442,836746
2025-01-30 18:56:31,7130,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,9436348,894714
