Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-02-01 23:33:15,490,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,6149150,908473
2025-02-01 23:33:28,6554,pairwise,VerletListsCells,1.000000,vlc_sliced_balanced,squared-particles-per-cell,AoS,enabled,7761067,674276
