Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-11-13 15:46:46,257,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,3004311,2849438
2024-11-13 15:47:19,6328,LinkedCells,1.000000,lc_sliced,none,SoA,enabled,4704348,2688518
