Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:32:20,834,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,4350566,847694
2025-01-30 18:32:33,6817,pairwise,VerletListsCells,1.000000,vlc_sliced_balanced,squared-particles-per-cell,AoS,enabled,5743069,832074
