Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:36:58,1066,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6510002,951849
2025-01-30 18:37:14,7079,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,8467613,964159
