Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-11-13 15:46:52,446,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,4629811,2649325
2024-11-13 15:47:26,6465,VerletListsCells,1.000000,vlc_sliced,none,AoS,enabled,8535440,2154807
