Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-02-01 23:25:08,90,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,1441068,983811
2025-02-01 23:25:20,6082,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,1844748,704082
