Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:28:03,1074,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6802775,856525
2025-01-30 18:28:19,7106,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,7719209,870447
