Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:39:15,1114,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,7114596,868077
2025-01-30 18:39:31,7122,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,8794231,903909
