Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:08:37,850,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,4976840,878318
2025-01-30 18:08:51,6818,pairwise,VerletListsCells,1.000000,vlc_sliced,none,AoS,enabled,6865843,876238
