Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-02-01 19:14:03,834,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,7636078,899667
2025-02-01 19:14:17,6836,pairwise,VerletListsCells,1.000000,vlc_sliced_balanced,squared-particles-per-cell,AoS,enabled,6733266,870248
