Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-11-03 20:15:29,446,LinkedCells,1.000000,lc_sliced_balanced,squared-particles-per-cell,SoA,enabled,3839844,1981235
2024-11-03 20:15:53,6446,LinkedCells,1.000000,lc_sliced,none,SoA,enabled,3571167,1978598
