Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:56:19,1130,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6445145,861935
2025-01-30 18:56:34,7130,pairwise,VerletListsCells,1.000000,vlc_sliced_balanced,neighbor-list-length,AoS,enabled,8477062,933483
