Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:39:17,1122,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6497445,883812
2025-01-30 18:39:33,7122,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,8345581,908185
