Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:28:53,1093,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6588361,842560
2025-01-30 18:29:09,7113,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,7198488,861656
