Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-11-13 16:08:49,1130,VerletListsCells,1.000000,vlc_sliced_balanced,neighbor-list-length,AoS,enabled,6362246,2218103
2024-11-13 16:09:21,7130,VerletListsCells,1.000000,vlc_sliced,none,AoS,enabled,7035888,2144421
