Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:32:25,874,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,5258538,860646
2025-01-30 18:32:39,6957,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,5443416,812888
