Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-11-03 19:58:59,446,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,3752360,1989667
2024-11-03 19:59:23,6446,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,5748852,2051217
