Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:36:46,482,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,5311412,940478
2025-01-30 18:36:59,6577,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6837653,814849
