Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-02-01 19:12:24,826,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6058635,914368
2025-02-01 19:12:39,6826,pairwise,VerletListsCells,1.000000,vlc_sliced_balanced,squared-particles-per-cell,AoS,enabled,7895666,883500
