Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-11-13 16:04:37,878,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6551720,2299183
2024-11-13 16:05:09,6869,VerletListsCells,1.000000,vlc_sliced,none,AoS,enabled,7493353,2191792
