Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-11-13 16:25:54,1130,VerletListsCells,1.000000,vlc_sliced,none,AoS,enabled,7630257,2317666
2024-11-13 16:26:28,7130,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,8412226,2226976
