Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-02-01 23:24:22,162,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,1517404,968929
2025-02-01 23:24:34,6162,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,2060288,752943
