Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:09:42,803,pairwise,VerletListsCells,1.000000,vlc_sliced_balanced,neighbor-list-length,AoS,enabled,6269392,909977
2025-01-30 18:09:57,6801,pairwise,VerletListsCells,1.000000,vlc_sliced,none,AoS,enabled,7935694,885000
