Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-02-01 23:25:23,162,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,1569813,968636
2025-02-01 23:25:36,6162,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,1882329,731687
