Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:56:00,1130,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,5298301,830171
2025-01-30 18:56:15,7130,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6635138,844470
