Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-02-01 19:14:27,1130,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6411970,852207
2025-02-01 19:14:43,7130,pairwise,VerletListsCells,1.000000,vlc_sliced,none,AoS,enabled,7004177,909412
