Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-02-01 21:52:21,282,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,8848301,1108218
2025-02-01 21:52:34,6330,pairwise,VerletListsCells,1.000000,vlc_sliced_balanced,neighbor-list-length,AoS,enabled,10403428,750626
