Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-11-13 15:56:16,968,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,5081301,2227682
2024-11-13 15:56:47,6968,VerletListsCells,1.000000,vlc_sliced,none,AoS,enabled,6055891,2130236
