Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-11-03 20:14:12,537,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,8109024,1719501
2024-11-03 20:14:34,6567,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,8180600,1503896
