Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-11-13 16:26:02,1130,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6853312,2241859
2024-11-13 16:26:34,7130,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,8177180,2133138
