Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:38:55,706,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,5041670,887811
2025-01-30 18:39:08,6761,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,6654617,856938
