Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:32:51,1130,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6413709,843560
2025-01-30 18:33:06,7122,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,7490704,861616
