Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-02-01 22:02:02,1130,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,8131343,743809
2025-02-01 22:02:16,7130,pairwise,VerletListsCells,1.000000,vlc_sliced_balanced,squared-particles-per-cell,AoS,enabled,9666131,707227
