Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-01-30 18:27:52,1122,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,6645730,855316
2025-01-30 18:28:07,7122,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,8480666,891401
