Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-11-03 20:14:29,415,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,5027171,1978555
2024-11-03 20:14:53,6446,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,4314153,2004007
