Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-02-01 23:25:17,162,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,1573293,995688
2025-02-01 23:25:29,6162,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,2015265,746567
